leg_id,type,term,district,chamber,state,party,committee_id,committee,subcommittee,start_date,end_date
MTL000082,committee member,2011-2012,,lower,mt,,MTC000027,Education,,,
MTL000082,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000082,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000082,member,2015-2016,14,upper,mt,Republican,,,,,
MTL000082,committee member,2015-2016,,upper,mt,,MTC000016,Rules,,,
MTL000082,committee member,2015-2016,,upper,mt,,MTC000011,Ethics,,,
MTL000082,committee member,2015-2016,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000082,committee member,2015-2016,,upper,mt,,MTC000013,Judiciary,,,
MTL000082,committee member,2015-2016,,upper,mt,,MTC000079,"Agriculture, Livestock and Irrigation",,,
MTL000082,committee member,2015-2016,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000082,committee member,2015-2016,,joint,mt,,MTC000091,Joint Appropriations/Finance & Claims,"Judicial Branch, Law Enforcement and Justice",,
MTL000083,member,2013-2014,30,lower,mt,Republican,,,,,
MTL000083,committee member,2013-2014,,lower,mt,,MTC000029,Human Services,,,
MTL000083,committee member,2013-2014,,lower,mt,,MTC000024,State Administration,,,
MTL000083,member,2011-2012,30,lower,mt,Republican,,,,,
MTL000083,committee member,2011-2012,,lower,mt,,MTC000021,"Fish, Wildlife, and Parks",,,
MTL000083,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000083,committee member,2011-2012,,lower,mt,,MTC000023,Natural Resources,,,
MTL000083,member,2015-2016,29,lower,mt,Republican,,,,,
MTL000083,committee member,2015-2016,,lower,mt,,MTC000018,Agriculture,,,
MTL000083,committee member,2015-2016,,lower,mt,,MTC000024,State Administration,,,
MTL000083,committee member,2015-2016,,lower,mt,,MTC000020,Ethics,,,
MTL000083,committee member,2015-2016,,lower,mt,,MTC000029,Human Services,,,
MTL000084,member,2011-2012,14,lower,mt,Republican,,,,,
MTL000084,committee member,2011-2012,,lower,mt,,MTC000023,Natural Resources,,,
MTL000084,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000085,member,2013-2014,94,lower,mt,Democratic,,,,,
MTL000085,committee member,2013-2014,,lower,mt,,MTC000029,Human Services,,,
MTL000085,committee member,2013-2014,,lower,mt,,MTC000022,Judiciary,,,
MTL000085,committee member,2013-2014,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000085,member,2011-2012,94,lower,mt,Democratic,,,,,
MTL000085,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000085,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000085,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000085,member,2015-2016,90,lower,mt,Democratic,,,,,
MTL000085,committee member,2015-2016,,lower,mt,,MTC000029,Human Services,,,
MTL000085,committee member,2015-2016,,lower,mt,,MTC000022,Judiciary,,,
MTL000086,member,2011-2012,85,lower,mt,Democratic,,,,,
MTL000086,committee member,2011-2012,,joint,mt,,MTC000037,Appropriations,"Judicial Branch, Law Enforcement,       and Justice",,
MTL000086,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000087,member,2013-2014,28,lower,mt,Republican,,,,,
MTL000087,committee member,2013-2014,,joint,mt,,MTC000052,Joint Appropriations/Finance & Claims,Education,,
MTL000087,committee member,2013-2014,,lower,mt,,MTC000026,Appropriations,,,
MTL000087,member,2011-2012,28,lower,mt,Republican,,,,,
MTL000087,committee member,2011-2012,,joint,mt,,MTC000034,Appropriations,Education,,
MTL000087,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000087,member,2015-2016,27,lower,mt,Republican,,,,,
MTL000087,committee member,2015-2016,,joint,mt,,MTC000084,Joint Appropriations/Finance & Claims,Education,,
MTL000087,committee member,2015-2016,,lower,mt,,MTC000026,Appropriations,,,
MTL000088,member,2013-2014,81,lower,mt,Democratic,,,,,
MTL000088,committee member,2013-2014,,joint,mt,,MTC000057,Joint Appropriations/Finance & Claims,Natural Resources and Transportation,,
MTL000088,committee member,2013-2014,,lower,mt,,MTC000026,Appropriations,,,
MTL000088,committee member,2013-2014,,lower,mt,,MTC000032,Rules,,,
MTL000088,member,2011-2012,81,lower,mt,Democratic,,,,,
MTL000088,committee member,2011-2012,,joint,mt,,MTC000039,Appropriations,Natural Resources and Transportation,,
MTL000088,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000091,member,2013-2014,79,lower,mt,Democratic,,,,,
MTL000091,committee member,2013-2014,,lower,mt,,MTC000019,Business & Labor,,,
MTL000091,committee member,2013-2014,,lower,mt,,MTC000032,Rules,,,
MTL000091,member,2011-2012,79,lower,mt,Democratic,,,,,
MTL000091,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000091,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000091,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000091,member,2015-2016,83,lower,mt,Democratic,,,,,
MTL000091,committee member,2015-2016,,lower,mt,,MTC000032,Rules,,,
MTL000091,committee member,2015-2016,,lower,mt,,MTC000066,Business and Labor,,,
MTL000092,member,2013-2014,13,lower,mt,Republican,,,,,
MTL000092,committee member,2013-2014,,lower,mt,,MTC000029,Human Services,,,
MTL000092,committee member,2013-2014,,lower,mt,,MTC000031,Local Government,,,
MTL000092,committee member,2013-2014,,lower,mt,,MTC000024,State Administration,,,
MTL000092,committee member,2013-2014,,joint,mt,,MTC000061,Joint Appropriations/Finance & Claims,Redistricting,,
MTL000092,member,2011-2012,13,lower,mt,Republican,,,,,
MTL000092,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000092,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000092,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000094,member,2011-2012,57,lower,mt,Republican,,,,,
MTL000094,committee member,2011-2012,,lower,mt,,MTC000021,"Fish, Wildlife, and Parks",,,
MTL000094,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000094,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000095,member,2013-2014,58,lower,mt,Republican,,,,,
MTL000095,committee member,2013-2014,,lower,mt,,MTC000018,Agriculture,,,
MTL000095,committee member,2013-2014,,lower,mt,,MTC000022,Judiciary,,,
MTL000095,committee member,2013-2014,,lower,mt,,MTC000025,Transportation,,,
MTL000095,member,2011-2012,58,lower,mt,Republican,,,,,
MTL000095,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000095,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000095,committee member,2011-2012,,lower,mt,,MTC000025,Transportation,,,
MTL000095,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000096,member,2011-2012,83,lower,mt,Republican,,,,,
MTL000096,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000096,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000097,member,2011-2012,47,lower,mt,Republican,,,,,
MTL000097,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000097,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000097,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000100,member,2011-2012,25,lower,mt,Republican,,,,,
MTL000100,committee member,2011-2012,,lower,mt,,MTC000021,"Fish, Wildlife, and Parks",,,
MTL000100,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000100,committee member,2011-2012,,lower,mt,,MTC000023,Natural Resources,,,
MTL000101,member,2013-2014,54,lower,mt,Democratic,,,,,
MTL000101,committee member,2013-2014,,lower,mt,,MTC000018,Agriculture,,,
MTL000101,committee member,2013-2014,,lower,mt,,MTC000022,Judiciary,,,
MTL000101,committee member,2013-2014,,lower,mt,,MTC000032,Rules,,,
MTL000101,member,2011-2012,54,lower,mt,Democratic,,,,,
MTL000101,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000101,committee member,2011-2012,,lower,mt,,MTC000020,Ethics,,,
MTL000101,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000101,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000101,member,2015-2016,51,lower,mt,Democratic,,,,,
MTL000101,committee member,2015-2016,,lower,mt,,MTC000032,Rules,,,
MTL000101,committee member,2015-2016,,lower,mt,,MTC000018,Agriculture,,,
MTL000101,committee member,2015-2016,,lower,mt,,MTC000025,Transportation,,,
MTL000101,committee member,2015-2016,,lower,mt,,MTC000022,Judiciary,,,
MTL000102,member,2011-2012,89,lower,mt,Republican,,,,,
MTL000102,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000102,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000102,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000102,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000104,member,2013-2014,40,lower,mt,Democratic,,,,,
MTL000104,committee member,2013-2014,,joint,mt,,MTC000056,Joint Appropriations/Finance & Claims,Long-Range Planning,,
MTL000104,committee member,2013-2014,,joint,mt,,MTC000059,Joint Appropriations/Finance & Claims,Joint Select Committee on Pensions,,
MTL000104,committee member,2013-2014,,lower,mt,,MTC000026,Appropriations,,,
MTL000104,committee member,2013-2014,,lower,mt,,MTC000020,Ethics,,,
MTL000104,committee member,2013-2014,,joint,mt,,MTC000062,Joint Appropriations/Finance & Claims,Pensions,,
MTL000104,member,2011-2012,40,lower,mt,Democratic,,,,,
MTL000104,committee member,2011-2012,,joint,mt,,MTC000035,Appropriations,General Government,,
MTL000104,committee member,2011-2012,,joint,mt,,MTC000038,Appropriations,Long-Range Planning,,
MTL000104,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000105,committee member,2015-2016,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000105,committee member,2015-2016,,lower,mt,,MTC000067,General Government,,,
MTL000105,committee member,2015-2016,,lower,mt,,MTC000027,Education,,,
MTL000105,committee member,2015-2016,,lower,mt,,MTC000092,Taxation,,,
MTL000105,member,2013-2014,75,lower,mt,Democratic,,,,,
MTL000105,committee member,2013-2014,,lower,mt,,MTC000027,Education,,,
MTL000105,committee member,2013-2014,,lower,mt,,MTC000032,Rules,,,
MTL000105,committee member,2013-2014,,lower,mt,,MTC000033,Taxation,,,
MTL000105,member,2011-2012,75,lower,mt,Democratic,,,,,
MTL000105,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000105,committee member,2011-2012,,lower,mt,,MTC000027,Education,,,
MTL000105,committee member,2011-2012,,lower,mt,,MTC000033,Taxation,,,
MTL000106,member,2011-2012,50,lower,mt,Republican,,,,,
MTL000106,committee member,2011-2012,,lower,mt,,MTC000020,Ethics,,,
MTL000106,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000106,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000106,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000108,member,2013-2014,44,lower,mt,Republican,,,,,
MTL000108,committee member,2013-2014,,lower,mt,,MTC000019,Business & Labor,,,
MTL000108,committee member,2013-2014,,lower,mt,,MTC000027,Education,,,
MTL000108,committee member,2013-2014,,lower,mt,,MTC000020,Ethics,,,
MTL000108,committee member,2013-2014,,lower,mt,,MTC000031,Local Government,,,
MTL000108,member,2011-2012,44,lower,mt,Republican,,,,,
MTL000108,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000108,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000108,committee member,2011-2012,,lower,mt,,MTC000027,Education,,,
MTL000109,member,2011-2012,37,lower,mt,Republican,,,,,
MTL000109,committee member,2011-2012,,joint,mt,,MTC000038,Appropriations,Long-Range Planning,,
MTL000109,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000110,member,2015-2016,22,lower,mt,Democratic,,,,,
MTL000110,committee member,2015-2016,,lower,mt,,MTC000026,Appropriations,,,
MTL000110,member,2013-2014,26,lower,mt,Democratic,,,,,
MTL000110,committee member,2013-2014,,joint,mt,,MTC000052,Joint Appropriations/Finance & Claims,Education,,
MTL000110,committee member,2013-2014,,lower,mt,,MTC000026,Appropriations,,,
MTL000110,member,2011-2012,26,lower,mt,Democratic,,,,,
MTL000110,committee member,2011-2012,,joint,mt,,MTC000034,Appropriations,Education,,
MTL000110,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000111,member,2011-2012,82,lower,mt,Democratic,,,,,
MTL000111,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000111,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000112,member,2011-2012,19,lower,mt,Republican,,,,,
MTL000112,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000112,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000113,member,2013-2014,84,lower,mt,Republican,,,,,
MTL000113,committee member,2013-2014,,lower,mt,,MTC000060,Natural Resources,,,
MTL000113,committee member,2013-2014,,lower,mt,,MTC000032,Rules,,,
MTL000113,committee member,2013-2014,,lower,mt,,MTC000033,Taxation,,,
MTL000113,member,2011-2012,84,lower,mt,Republican,,,,,
MTL000113,committee member,2011-2012,,lower,mt,,MTC000021,"Fish, Wildlife, and Parks",,,
MTL000113,committee member,2011-2012,,lower,mt,,MTC000023,Natural Resources,,,
MTL000113,committee member,2011-2012,,lower,mt,,MTC000033,Taxation,,,
MTL000113,member,2015-2016,80,lower,mt,Republican,,,,,
MTL000113,committee member,2015-2016,,lower,mt,,MTC000032,Rules,,,
MTL000113,committee member,2015-2016,,lower,mt,,MTC000025,Transportation,,,
MTL000113,committee member,2015-2016,,lower,mt,,MTC000092,Taxation,,,
MTL000114,member,2011-2012,70,lower,mt,Republican,,,,,
MTL000114,committee member,2011-2012,,lower,mt,,MTC000020,Ethics,,,
MTL000114,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000114,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000114,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000114,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000115,member,2013-2014,73,lower,mt,Democratic,,,,,
MTL000115,committee member,2013-2014,,joint,mt,,MTC000054,Joint Appropriations/Finance & Claims,Health and Human Services,,
MTL000115,committee member,2013-2014,,lower,mt,,MTC000026,Appropriations,,,
MTL000115,committee member,2013-2014,,joint,mt,,MTC000061,Joint Appropriations/Finance & Claims,Redistricting,,
MTL000115,member,2011-2012,73,lower,mt,Democratic,,,,,
MTL000115,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000115,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000115,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000115,member,2015-2016,74,lower,mt,Democratic,,,,,
MTL000115,committee member,2015-2016,,lower,mt,,MTC000026,Appropriations,,,
MTL000115,committee member,2015-2016,,joint,mt,,MTC000090,Joint Appropriations/Finance & Claims,Health & Human Services,,
MTL000116,member,2013-2014,18,lower,mt,Republican,,,,,
MTL000116,committee member,2013-2014,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000116,committee member,2013-2014,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000116,committee member,2013-2014,,lower,mt,,MTC000024,State Administration,,,
MTL000116,member,2011-2012,18,lower,mt,Republican,,,,,
MTL000116,committee member,2011-2012,,lower,mt,,MTC000021,"Fish, Wildlife, and Parks",,,
MTL000116,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000116,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000116,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000117,member,2013-2014,3,lower,mt,Republican,,,,,
MTL000117,committee member,2013-2014,,lower,mt,,MTC000022,Judiciary,,,
MTL000117,committee member,2013-2014,,lower,mt,,MTC000031,Local Government,,,
MTL000117,committee member,2013-2014,,lower,mt,,MTC000025,Transportation,,,
MTL000117,member,2011-2012,3,lower,mt,Republican,,,,,
MTL000117,committee member,2011-2012,,lower,mt,,MTC000020,Ethics,,,
MTL000117,committee member,2011-2012,,lower,mt,,MTC000025,Transportation,,,
MTL000117,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000117,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000117,committee member,2011-2012,,lower,mt,,MTC000033,Taxation,,,
MTL000118,committee member,2017-2018,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000118,committee member,2017-2018,,upper,mt,,MTC000011,Ethics,,,
MTL000118,committee member,2017-2018,,upper,mt,,MTC000008,State Administration,,,
MTL000118,committee member,2017-2018,,upper,mt,,MTC000079,"Agriculture, Livestock and Irrigation",,,
MTL000118,member,2015-2016,30,lower,mt,Republican,,,,,
MTL000118,committee member,2015-2016,,joint,mt,,MTC000086,Joint Appropriations/Finance & Claims,General Government,,
MTL000118,committee member,2015-2016,,lower,mt,,MTC000026,Appropriations,,,
MTL000118,member,2013-2014,29,lower,mt,Republican,,,,,
MTL000118,committee member,2013-2014,,joint,mt,,MTC000053,Joint Appropriations/Finance & Claims,General Government,,
MTL000118,committee member,2013-2014,,lower,mt,,MTC000026,Appropriations,,,
MTL000118,member,2011-2012,29,lower,mt,Republican,,,,,
MTL000118,committee member,2011-2012,,joint,mt,,MTC000034,Appropriations,Education,,
MTL000118,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000119,member,2013-2014,42,lower,mt,Democratic,,,,,
MTL000119,committee member,2013-2014,,lower,mt,,MTC000018,Agriculture,,,
MTL000119,committee member,2013-2014,,lower,mt,,MTC000029,Human Services,,,
MTL000119,committee member,2013-2014,,lower,mt,,MTC000022,Judiciary,,,
MTL000119,committee member,2013-2014,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000119,member,2011-2012,42,lower,mt,Democratic,,,,,
MTL000119,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000119,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000119,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000119,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000119,member,2015-2016,42,lower,mt,Democratic,,,,,
MTL000119,committee member,2015-2016,,lower,mt,,MTC000018,Agriculture,,,
MTL000119,committee member,2015-2016,,lower,mt,,MTC000020,Ethics,,,
MTL000119,committee member,2015-2016,,lower,mt,,MTC000029,Human Services,,,
MTL000119,committee member,2015-2016,,lower,mt,,MTC000022,Judiciary,,,
MTL000120,member,2011-2012,46,lower,mt,Republican,,,,,
MTL000120,committee member,2011-2012,,lower,mt,,MTC000021,"Fish, Wildlife, and Parks",,,
MTL000120,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000120,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000120,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000123,member,2013-2014,39,lower,mt,Republican,,,,,
MTL000123,committee member,2013-2014,,lower,mt,,MTC000018,Agriculture,,,
MTL000123,committee member,2013-2014,,lower,mt,,MTC000033,Taxation,,,
MTL000123,committee member,2013-2014,,lower,mt,,MTC000025,Transportation,,,
MTL000123,committee member,2013-2014,,joint,mt,,MTC000061,Joint Appropriations/Finance & Claims,Redistricting,,
MTL000123,member,2011-2012,39,lower,mt,Republican,,,,,
MTL000123,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000123,committee member,2011-2012,,lower,mt,,MTC000025,Transportation,,,
MTL000123,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000123,committee member,2011-2012,,lower,mt,,MTC000033,Taxation,,,
MTL000123,member,2015-2016,37,lower,mt,Republican,,,,,
MTL000123,committee member,2015-2016,,lower,mt,,MTC000032,Rules,,,
MTL000123,committee member,2015-2016,,lower,mt,,MTC000025,Transportation,,,
MTL000123,committee member,2015-2016,,lower,mt,,MTC000092,Taxation,,,
MTL000124,member,2011-2012,15,lower,mt,Republican,,,,,
MTL000124,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000124,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000124,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000125,member,2013-2014,5,lower,mt,Republican,,,,,
MTL000125,committee member,2013-2014,,joint,mt,,MTC000059,Joint Appropriations/Finance & Claims,Joint Select Committee on Pensions,,
MTL000125,committee member,2013-2014,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000125,committee member,2013-2014,,lower,mt,,MTC000022,Judiciary,,,
MTL000125,committee member,2013-2014,,joint,mt,,MTC000062,Joint Appropriations/Finance & Claims,Pensions,,
MTL000125,member,2011-2012,5,lower,mt,Republican,,,,,
MTL000125,committee member,2011-2012,,lower,mt,,MTC000020,Ethics,,,
MTL000125,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000125,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000125,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000125,member,2015-2016,4,lower,mt,Republican,,,,,
MTL000125,committee member,2015-2016,,lower,mt,,MTC000032,Rules,,,
MTL000125,committee member,2015-2016,,lower,mt,,MTC000069,Natural Resources,,,
MTL000125,committee member,2015-2016,,lower,mt,,MTC000022,Judiciary,,,
MTL000126,member,2013-2014,9,lower,mt,Republican,,,,,
MTL000126,committee member,2013-2014,,lower,mt,,MTC000019,Business & Labor,,,
MTL000126,committee member,2013-2014,,lower,mt,,MTC000020,Ethics,,,
MTL000126,committee member,2013-2014,,lower,mt,,MTC000029,Human Services,,,
MTL000126,member,2011-2012,9,lower,mt,Republican,,,,,
MTL000126,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000126,committee member,2011-2012,,lower,mt,,MTC000027,Education,,,
MTL000127,member,2011-2012,97,lower,mt,Democratic,,,,,
MTL000127,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000127,committee member,2011-2012,,lower,mt,,MTC000023,Natural Resources,,,
MTL000127,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000127,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000128,member,2011-2012,56,lower,mt,Republican,,,,,
MTL000128,committee member,2011-2012,,joint,mt,,MTC000036,Appropriations,Health and Human Services,,
MTL000128,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000129,member,2013-2014,19,upper,mt,Republican,,,,,
MTL000129,committee member,2013-2014,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000129,committee member,2013-2014,,upper,mt,,MTC000005,Highways and Transportation,,,
MTL000129,committee member,2013-2014,,upper,mt,,MTC000058,Natural Resources,,,
MTL000129,committee member,2013-2014,,joint,mt,,MTC000057,Joint Appropriations/Finance & Claims,Natural Resources and Transportation,,
MTL000129,member,2011-2012,38,lower,mt,Republican,,,,,
MTL000129,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000129,committee member,2011-2012,,lower,mt,,MTC000025,Transportation,,,
MTL000129,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000129,member,2015-2016,18,upper,mt,Republican,,,,,
MTL000130,member,2013-2014,12,lower,mt,Republican,,,,,
MTL000130,committee member,2013-2014,,lower,mt,,MTC000018,Agriculture,,,
MTL000130,committee member,2013-2014,,lower,mt,,MTC000019,Business & Labor,,,
MTL000130,committee member,2013-2014,,lower,mt,,MTC000027,Education,,,
MTL000130,member,2011-2012,12,lower,mt,Republican,,,,,
MTL000130,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000130,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000130,committee member,2011-2012,,lower,mt,,MTC000027,Education,,,
MTL000130,member,2015-2016,93,lower,mt,Republican,,,,,
MTL000130,committee member,2015-2016,,lower,mt,,MTC000066,Business and Labor,,,
MTL000130,committee member,2015-2016,,lower,mt,,MTC000018,Agriculture,,,
MTL000130,committee member,2015-2016,,lower,mt,,MTC000027,Education,,,
MTL000132,member,2011-2012,22,lower,mt,Democratic,,,,,
MTL000132,committee member,2011-2012,,joint,mt,,MTC000036,Appropriations,Health and Human Services,,
MTL000132,committee member,2011-2012,,lower,mt,,MTC000026,Appropriations,,,
MTL000134,member,2011-2012,62,lower,mt,Republican,,,,,
MTL000134,committee member,2011-2012,,lower,mt,,MTC000021,"Fish, Wildlife, and Parks",,,
MTL000134,committee member,2011-2012,,lower,mt,,MTC000022,Judiciary,,,
MTL000134,committee member,2011-2012,,lower,mt,,MTC000029,Human Services,,,
MTL000134,committee member,2011-2012,,lower,mt,,MTC000032,Rules,,,
MTL000135,member,2011-2012,4,lower,mt,Republican,,,,,
MTL000135,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000135,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000135,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000136,member,2011-2012,41,lower,mt,Republican,,,,,
MTL000136,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000136,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000136,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000138,member,2011-2012,31,lower,mt,Democratic,,,,,2012-11-06 00:00:00
MTL000138,committee member,2011-2012,,lower,mt,,MTC000018,Agriculture,,,
MTL000138,committee member,2011-2012,,lower,mt,,MTC000024,State Administration,,,
MTL000138,committee member,2011-2012,,lower,mt,,MTC000025,Transportation,,,
MTL000139,member,2013-2014,96,lower,mt,Democratic,,,,,
MTL000139,committee member,2013-2014,,lower,mt,,MTC000019,Business & Labor,,,
MTL000139,committee member,2013-2014,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000139,committee member,2013-2014,,lower,mt,,MTC000025,Transportation,,,
MTL000139,member,2011-2012,96,lower,mt,Democratic,,,,,
MTL000139,committee member,2011-2012,,lower,mt,,MTC000019,Business & Labor,,,
MTL000139,committee member,2011-2012,,lower,mt,,MTC000025,Transportation,,,
MTL000139,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000140,member,2011-2012,35,lower,mt,Republican,,,,,
MTL000140,committee member,2011-2012,,lower,mt,,MTC000028,"Federal Relations, Energy, and Telecommunications",,,
MTL000140,committee member,2011-2012,,lower,mt,,MTC000031,Local Government,,,
MTL000140,committee member,2011-2012,,lower,mt,,MTC000033,Taxation,,,
MTL000142,member,2013-2014,6,upper,mt,Republican,,,,,
MTL000142,committee member,2013-2014,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000142,committee member,2013-2014,,upper,mt,,MTC000006,Local Government,,,
MTL000142,committee member,2013-2014,,upper,mt,,MTC000017,Taxation,,,
MTL000142,member,2011-2012,11,lower,mt,Republican,,,,,
MTL000142,committee member,2011-2012,,lower,mt,,MTC000030,Legislative Administration,,,
