leg_id,type,term,district,chamber,state,party,committee_id,committee,subcommittee,start_date,end_date
MTL000023,committee member,2013-2014,,upper,mt,,MTC000058,Natural Resources,,,
MTL000023,committee member,2013-2014,,joint,mt,,MTC000057,Joint Appropriations/Finance & Claims,Natural Resources and Transportation,,
MTL000023,member,2011-2012,38,upper,mt,Democratic,,,,,
MTL000023,committee member,2011-2012,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000023,committee member,2011-2012,,upper,mt,,MTC000005,Highways and Transportation,,,
MTL000023,committee member,2011-2012,,upper,mt,,MTC000014,Natural Resources,,,
MTL000023,committee member,2011-2012,,upper,mt,,MTC000016,Rules,,,
MTL000023,committee member,2011-2012,,joint,mt,,MTC000039,Appropriations,Natural Resources and Transportation,,
MTL000023,member,2015-2016,38,upper,mt,Democratic,,,,,
MTL000023,committee member,2015-2016,,joint,mt,,MTC000087,Joint Appropriations/Finance & Claims,Natural Resources and Transportation,,
MTL000023,committee member,2015-2016,,upper,mt,,MTC000011,Ethics,,,
MTL000023,committee member,2015-2016,,upper,mt,,MTC000071,Natural Resources,,,
MTL000023,committee member,2015-2016,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000024,member,2011-2012,44,upper,mt,Republican,,,,,
MTL000024,committee member,2011-2012,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000024,committee member,2011-2012,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000024,committee member,2011-2012,,upper,mt,,MTC000017,Taxation,,,
MTL000025,member,2013-2014,50,upper,mt,Democratic,,,,,
MTL000025,committee member,2013-2014,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000025,committee member,2013-2014,,upper,mt,,MTC000013,Judiciary,,,
MTL000025,committee member,2013-2014,,upper,mt,,MTC000058,Natural Resources,,,
MTL000025,committee member,2013-2014,,upper,mt,,MTC000016,Rules,,,
MTL000025,member,2011-2012,50,upper,mt,Democratic,,,,,
MTL000025,committee member,2011-2012,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000025,committee member,2011-2012,,upper,mt,,MTC000011,Ethics,,,
MTL000025,committee member,2011-2012,,upper,mt,,MTC000013,Judiciary,,,
MTL000025,committee member,2011-2012,,upper,mt,,MTC000014,Natural Resources,,,
MTL000025,committee member,2011-2012,,upper,mt,,MTC000015,Legislative Administration,,,
MTL000025,member,2015-2016,47,upper,mt,Democratic,,,,,
MTL000025,committee member,2015-2016,,upper,mt,,MTC000071,Natural Resources,,,
MTL000025,committee member,2015-2016,,upper,mt,,MTC000013,Judiciary,,,
MTL000025,committee member,2015-2016,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000026,member,2013-2014,42,upper,mt,Republican,,,,,
MTL000026,committee member,2013-2014,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000026,committee member,2013-2014,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000026,committee member,2013-2014,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000026,committee member,2013-2014,,joint,mt,,MTC000056,Joint Appropriations/Finance & Claims,Long-Range Planning,,
MTL000026,committee member,2013-2014,,joint,mt,,MTC000059,Joint Appropriations/Finance & Claims,Joint Select Committee on Pensions,,
MTL000026,committee member,2013-2014,,joint,mt,,MTC000062,Joint Appropriations/Finance & Claims,Pensions,,
MTL000026,member,2011-2012,42,upper,mt,Republican,,,,,
MTL000026,committee member,2011-2012,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000026,committee member,2011-2012,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000026,committee member,2011-2012,,upper,mt,,MTC000007,"Public Health, Welfare, and Safety",,,
MTL000026,committee member,2011-2012,,upper,mt,,MTC000016,Rules,,,
MTL000026,committee member,2011-2012,,joint,mt,,MTC000036,Appropriations,Health and Human Services,,
MTL000028,member,2011-2012,26,upper,mt,Democratic,,,,,
MTL000028,committee member,2011-2012,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000028,committee member,2011-2012,,upper,mt,,MTC000006,Local Government,,,
MTL000028,committee member,2011-2012,,upper,mt,,MTC000011,Ethics,,,
MTL000028,committee member,2011-2012,,upper,mt,,MTC000013,Judiciary,,,
MTL000029,member,2011-2012,6,upper,mt,Republican,,,,,
MTL000029,committee member,2011-2012,,upper,mt,,MTC000005,Highways and Transportation,,,
MTL000029,committee member,2011-2012,,upper,mt,,MTC000008,State Administration,,,
MTL000029,committee member,2011-2012,,upper,mt,,MTC000009,"Business, Labor, and Economic Affairs",,,
MTL000030,member,2013-2014,39,upper,mt,Republican,,,,,
MTL000030,committee member,2013-2014,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000030,committee member,2013-2014,,upper,mt,,MTC000013,Judiciary,,,
MTL000030,committee member,2013-2014,,upper,mt,,MTC000015,Legislative Administration,,,
MTL000030,committee member,2013-2014,,upper,mt,,MTC000007,"Public Health, Welfare, and Safety",,,
MTL000030,member,2011-2012,39,upper,mt,Republican,,,,,
MTL000030,committee member,2011-2012,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000030,committee member,2011-2012,,upper,mt,,MTC000007,"Public Health, Welfare, and Safety",,,
MTL000030,committee member,2011-2012,,upper,mt,,MTC000013,Judiciary,,,
MTL000031,member,2013-2014,23,upper,mt,Republican,,,,,
MTL000031,committee member,2013-2014,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000031,committee member,2013-2014,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000031,committee member,2013-2014,,upper,mt,,MTC000006,Local Government,,,
MTL000031,committee member,2013-2014,,upper,mt,,MTC000016,Rules,,,
MTL000031,committee member,2013-2014,,joint,mt,,MTC000053,Joint Appropriations/Finance & Claims,General Government,,
MTL000031,member,2011-2012,23,upper,mt,Republican,,,,,
MTL000031,committee member,2011-2012,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000031,committee member,2011-2012,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000031,committee member,2011-2012,,upper,mt,,MTC000006,Local Government,,,
MTL000031,committee member,2011-2012,,upper,mt,,MTC000016,Rules,,,
MTL000031,committee member,2011-2012,,joint,mt,,MTC000035,Appropriations,General Government,,
MTL000032,member,2013-2014,15,upper,mt,Republican,,,,,
MTL000032,committee member,2013-2014,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000032,committee member,2013-2014,,upper,mt,,MTC000012,Fish and Game,,,
MTL000032,committee member,2013-2014,,upper,mt,,MTC000017,Taxation,,,
MTL000032,member,2011-2012,15,upper,mt,Republican,,,,,
MTL000032,committee member,2011-2012,,upper,mt,,MTC000013,Judiciary,,,
MTL000032,committee member,2011-2012,,upper,mt,,MTC000014,Natural Resources,,,
MTL000032,committee member,2011-2012,,upper,mt,,MTC000016,Rules,,,
MTL000032,committee member,2011-2012,,upper,mt,,MTC000017,Taxation,,,
MTL000033,member,2013-2014,30,upper,mt,Republican,,,,,
MTL000033,committee member,2013-2014,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000033,committee member,2013-2014,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000033,committee member,2013-2014,,upper,mt,,MTC000007,"Public Health, Welfare, and Safety",,,
MTL000033,committee member,2013-2014,,upper,mt,,MTC000016,Rules,,,
MTL000033,committee member,2013-2014,,joint,mt,,MTC000054,Joint Appropriations/Finance & Claims,Health and Human Services,,
MTL000033,member,2011-2012,30,upper,mt,Republican,,,,,
MTL000033,committee member,2011-2012,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000033,committee member,2011-2012,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000033,committee member,2011-2012,,upper,mt,,MTC000007,"Public Health, Welfare, and Safety",,,
MTL000033,committee member,2011-2012,,joint,mt,,MTC000036,Appropriations,Health and Human Services,,
MTL000034,member,2013-2014,9,upper,mt,Republican,,,,,
MTL000034,committee member,2013-2014,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000034,committee member,2013-2014,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000034,committee member,2013-2014,,upper,mt,,MTC000012,Fish and Game,,,
MTL000034,committee member,2013-2014,,upper,mt,,MTC000058,Natural Resources,,,
MTL000034,committee member,2013-2014,,upper,mt,,MTC000016,Rules,,,
MTL000034,committee member,2013-2014,,joint,mt,,MTC000056,Joint Appropriations/Finance & Claims,Long-Range Planning,,
MTL000034,member,2011-2012,9,upper,mt,Republican,,,,,
MTL000034,committee member,2011-2012,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000034,committee member,2011-2012,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000034,committee member,2011-2012,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000034,committee member,2011-2012,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000034,committee member,2011-2012,,upper,mt,,MTC000016,Rules,,,
MTL000034,committee member,2011-2012,,joint,mt,,MTC000039,Appropriations,Natural Resources and Transportation,,
MTL000034,member,2015-2016,10,upper,mt,Republican,,,,,
MTL000034,committee member,2015-2016,,upper,mt,,MTC000016,Rules,,,
MTL000034,committee member,2015-2016,,upper,mt,,MTC000011,Ethics,,,
MTL000034,committee member,2015-2016,,joint,mt,,MTC000089,Joint Appropriations/Finance & Claims,Long-Range Planning,,
MTL000034,committee member,2015-2016,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000034,committee member,2015-2016,,upper,mt,,MTC000071,Natural Resources,,,
MTL000034,committee member,2015-2016,,upper,mt,,MTC000012,Fish and Game,,,
MTL000035,member,2011-2012,45,upper,mt,Republican,,,,,
MTL000035,committee member,2011-2012,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000035,committee member,2011-2012,,upper,mt,,MTC000008,State Administration,,,
MTL000035,committee member,2011-2012,,upper,mt,,MTC000011,Ethics,,,
MTL000035,committee member,2011-2012,,upper,mt,,MTC000012,Fish and Game,,,
MTL000035,committee member,2011-2012,,upper,mt,,MTC000013,Judiciary,,,
MTL000035,committee member,2011-2012,,upper,mt,,MTC000016,Rules,,,
MTL000036,member,2013-2014,4,upper,mt,Republican,,,,,
MTL000036,committee member,2013-2014,,upper,mt,,MTC000009,"Business, Labor, and Economic Affairs",,,
MTL000036,committee member,2013-2014,,upper,mt,,MTC000005,Highways and Transportation,,,
MTL000036,member,2011-2012,4,upper,mt,Republican,,,,,
MTL000036,committee member,2011-2012,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000036,committee member,2011-2012,,upper,mt,,MTC000005,Highways and Transportation,,,
MTL000036,committee member,2011-2012,,upper,mt,,MTC000006,Local Government,,,
MTL000036,committee member,2011-2012,,joint,mt,,MTC000038,Appropriations,Long-Range Planning,,
MTL000037,member,2011-2012,19,upper,mt,Republican,,,,,
MTL000037,committee member,2011-2012,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000037,committee member,2011-2012,,upper,mt,,MTC000002,Committee on Committees,,,
MTL000037,committee member,2011-2012,,upper,mt,,MTC000009,"Business, Labor, and Economic Affairs",,,
MTL000037,committee member,2011-2012,,upper,mt,,MTC000014,Natural Resources,,,
MTL000038,member,2013-2014,21,upper,mt,Democratic,,,,,
MTL000038,committee member,2013-2014,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000038,committee member,2013-2014,,upper,mt,,MTC000009,"Business, Labor, and Economic Affairs",,,
MTL000038,committee member,2013-2014,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000038,member,2011-2012,21,upper,mt,Democratic,,,,,
MTL000038,committee member,2011-2012,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000038,committee member,2011-2012,,upper,mt,,MTC000009,"Business, Labor, and Economic Affairs",,,
MTL000038,committee member,2011-2012,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000038,member,2015-2016,21,upper,mt,Democratic,,,,,
MTL000038,committee member,2015-2016,,upper,mt,,MTC000083,"Business, Labor and Economic Affairs",,,
MTL000038,committee member,2015-2016,,upper,mt,,MTC000079,"Agriculture, Livestock and Irrigation",,,
MTL000038,committee member,2015-2016,,upper,mt,,MTC000010,Education and Cultural Resources,,,
MTL000039,member,2011-2012,17,upper,mt,Republican,,,,,
MTL000039,committee member,2011-2012,,upper,mt,,MTC000001,"Agriculture, Livestock, and Irrigation",,,
MTL000039,committee member,2011-2012,,upper,mt,,MTC000007,"Public Health, Welfare, and Safety",,,
MTL000039,committee member,2011-2012,,upper,mt,,MTC000013,Judiciary,,,
MTL000040,member,2015-2016,26,lower,mt,Democratic,,,,,
MTL000040,committee member,2015-2016,,lower,mt,,MTC000030,Legislative Administration,,,
MTL000040,committee member,2015-2016,,joint,mt,,MTC000089,Joint Appropriations/Finance & Claims,Long-Range Planning,,
MTL000040,committee member,2015-2016,,lower,mt,,MTC000026,Appropriations,,,
MTL000040,member,2013-2014,12,upper,mt,Democratic,,,,,
MTL000040,committee member,2013-2014,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000040,committee member,2013-2014,,upper,mt,,MTC000004,Finance and Claims,,,
MTL000040,committee member,2013-2014,,upper,mt,,MTC000058,Natural Resources,,,
MTL000040,committee member,2013-2014,,joint,mt,,MTC000055,Joint Appropriations/Finance & Claims,"Judicial Branch, Law Enforcement, and Justice",,
MTL000040,member,2011-2012,12,upper,mt,Democratic,,,,,
MTL000040,committee member,2011-2012,,upper,mt,,MTC000003,Energy and Telecommunications,,,
MTL000040,committee member,2011-2012,,upper,mt,,MTC000009,"Business, Labor, and Economic Affairs",,,
MTL000040,committee member,2011-2012,,upper,mt,,MTC000014,Natural Resources,,,
MTL000041,member,2013-2014,3,upper,mt,Republican,,,,,
MTL000041,committee member,2013-2014,,upper,mt,,MTC000005,Highways and Transportation,,,
MTL000041,committee member,2013-2014,,upper,mt,,MTC000006,Local Government,,,
MTL000041,committee member,2013-2014,,upper,mt,,MTC000017,Taxation,,,
MTL000041,member,2011-2012,3,upper,mt,Republican,,,,,
MTL000041,committee member,2011-2012,,upper,mt,,MTC000005,Highways and Transportation,,,
