leg_id,full_name,first_name,middle_name,last_name,suffixes,nickname,active,state,chamber,district,party,photo_url,created_at,updated_at
MTL000037,Donald Steinbeisser,Donald,,Steinbeisser,,,False,mt,,,,/images/legislators_62nd/1417.jpg,2012-03-08 02:14:26.605000,2013-01-09 19:39:40.580000
MTL000038,Sharon Stewart-Peregoy,Sharon,,Stewart-Peregoy,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/13694.jpg,2012-03-08 02:14:26.620000,2017-01-10 07:15:06.320000
MTL000039,Craig Tilleman,Craig,,Tilleman,,,False,mt,,,,/images/legislators_62nd/3750.jpg,2012-03-08 02:14:26.627000,2013-01-09 19:39:40.581000
MTL000040,Mitch Tropila,Mitch,,Tropila,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/13858.jpg,2012-03-08 02:14:26.634000,2017-01-10 07:15:06.285000
MTL000041,Bruce Tutvedt,Bruce,,Tutvedt,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/13695.jpg,2012-03-08 02:14:26.642000,2017-01-10 07:15:06.304000
MTL000042,Kendall Van Dyk,Kendall,,Van Dyk,,,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/13801.jpg,2012-03-08 02:14:26.649000,2015-01-05 17:32:32.196000
MTL000045,Edward Walker,Edward,,Walker,,,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/12547.jpg,2012-03-08 02:14:26.685000,2015-01-05 17:32:32.201000
MTL000046,David Wanzenried,David,,Wanzenried,,,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/13528.jpg,2012-03-08 02:14:26.692000,2015-01-05 17:32:32.222000
MTL000047,Carol Williams,Carol,,Williams,,,False,mt,,,,/images/legislators_62nd/3872.jpg,2012-03-08 02:14:26.700000,2013-01-09 19:39:40.508000
MTL000048,Jonathan Windy Boy,Jonathan Windy,,Boy,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/12893.jpg,2012-03-08 02:14:26.708000,2017-06-01 09:07:06.347000
MTL000049,Art Wittich,Art,,Wittich,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/12550.jpg,2012-03-08 02:14:26.716000,2017-01-10 07:15:06.255000
MTL000050,Ryan Zinke,Ryan,,Zinke,,,False,mt,,,,/images/legislators_62nd/6491.jpg,2012-03-08 02:14:26.723000,2013-01-09 19:39:40.513000
MTL000052,Elsie Arntzen,Elsie,,Arntzen,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/12925.jpg,2012-03-08 02:14:26.738000,2017-01-10 07:15:06.309000
MTL000053,Liz Bangerter,Liz,,Bangerter,,,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/12617.jpg,2012-03-08 02:14:26.746000,2015-01-05 17:32:32.126000
MTL000055,Bill Beck,Bill,,Beck,,,False,mt,,,,/images/legislators_62nd/5140.jpg,2012-03-08 02:14:26.762000,2013-01-09 19:39:40.514000
MTL000056,Tony Belcourt,Tony,,Belcourt,,,False,mt,,,,/images/legislators_62nd/6457.jpg,2012-03-08 02:14:26.771000,2013-01-09 19:39:40.515000
MTL000058,Jerry Bennett,Jerry,,Bennett,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/13618.jpg,2012-03-08 02:14:26.801000,2017-01-10 07:15:06.275000
MTL000059,Tom Berry,Tom,,Berry,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/13619.jpg,2012-03-08 02:14:26.821000,2017-01-10 07:15:06.298000
MTL000061,Joanne Blyton,Joanne,,Blyton,,,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/12610.jpg,2012-03-08 02:14:26.851000,2015-01-05 17:32:32.099000
MTL000062,Cydnie (Carlie) Boland,Cydnie,,Boland,,Carlie,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/13621.jpg,2012-03-08 02:14:26.858000,2015-01-05 17:32:32.046000
MTL000065,Christy Clark,Christy,,Clark,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/12562.jpg,2012-03-08 02:14:26.898000,2017-01-10 07:15:06.261000
MTL000070,Robyn Driscoll,Robyn,,Driscoll,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/12924.jpg,2012-03-08 02:14:26.987000,2017-01-10 07:15:06.319000
MTL000071,Champ Edmunds,Champ,,Edmunds,,,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/12621.jpg,2012-03-08 02:14:26.994000,2015-01-05 17:32:32.032000
MTL000073,John Esp,John,,Esp,,,False,mt,,,,/images/legislators_62nd/2650.jpg,2012-03-08 02:14:27.014000,2013-01-09 19:39:40.517000
MTL000074,Lila Evans,Lila,,Evans,,,False,mt,,,,/images/legislators_62nd/8070.jpg,2012-03-08 02:14:27.021000,2013-01-09 19:39:40.530000
MTL000075,Steve Fitzpatrick,Steve,,Fitzpatrick,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/12595.jpg,2012-03-08 02:14:27.041000,2017-01-10 07:15:06.297000
MTL000077,Tim Furey,Tim,,Furey,,,False,mt,,,,/images/legislators_62nd/6216.jpg,2012-03-08 02:14:27.058000,2013-01-09 19:39:40.531000
MTL000078,Steve Gibson,Steve,,Gibson,,,False,mt,,,,http://leg.mt.gov/images/legislators_63rd/12615.jpg,2012-03-08 02:14:27.066000,2015-01-05 17:32:32.123000
MTL000080,Alan Hale,Alan,,Hale,,,False,mt,,,,/images/legislators_62nd/8093.jpg,2012-03-08 02:14:27.105000,2013-01-09 19:39:40.532000
MTL000081,Betsy Hands,Betsy,,Hands,,,False,mt,,,,/images/legislators_62nd/5159.jpg,2012-03-08 02:14:27.117000,2013-01-09 19:39:40.533000
MTL000082,Kristin Hansen,Kristin,,Hansen,,,False,mt,,,,http://leg.mt.gov/images/legislators_64th/12600.jpg,2012-03-08 02:14:27.130000,2017-01-10 07:15:06.315000
